userId,target,averageListeningScore,averageReadingScore,averageTotalScore,highestScore,topicStats,skillStats,learningProgress,testHistory,weakness
U035,935,350,425,775,830,"[{""Topic"": ""Vocabulary"", ""totalCorrect"": 10, ""totalIncorrect"": 7, ""averageTime"": 24}, {""Topic"": ""Grammar"", ""totalCorrect"": 5, ""totalIncorrect"": 10, ""averageTime"": 28}]","[{""skill"": ""listening"", ""totalCorrect"": 15, ""totalIncorrect"": 6, ""totalTime"": 300}, {""skill"": ""reading"", ""totalCorrect"": 14, ""totalIncorrect"": 2, ""totalTime"": 271}]","[{""L105"": {""percent"": 45}}, {""L102"": {""percent"": 42}}]","[{""T103"": {""avgScore"": 765, ""attemp"": 3}}, {""T101"": {""avgScore"": 345, ""attemp"": 4}}, {""T102"": {""avgScore"": 990, ""attemp"": 3}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
U036,790,365,400,765,785,"[{""Topic"": ""Reading Comprehension"", ""totalCorrect"": 9, ""totalIncorrect"": 6, ""averageTime"": 40}, {""Topic"": ""Listening"", ""totalCorrect"": 20, ""totalIncorrect"": 4, ""averageTime"": 38}]","[{""skill"": ""listening"", ""totalCorrect"": 18, ""totalIncorrect"": 5, ""totalTime"": 313}, {""skill"": ""reading"", ""totalCorrect"": 30, ""totalIncorrect"": 9, ""totalTime"": 264}]","[{""L108"": {""percent"": 16}}, {""L109"": {""percent"": 69}}]","[{""T107"": {""avgScore"": 390, ""attemp"": 5}}, {""T108"": {""avgScore"": 990, ""attemp"": 4}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
U037,915,380,415,795,840,"[{""Topic"": ""Vocabulary"", ""totalCorrect"": 16, ""totalIncorrect"": 3, ""averageTime"": 37}, {""Topic"": ""Grammar"", ""totalCorrect"": 6, ""totalIncorrect"": 0, ""averageTime"": 35}]","[{""skill"": ""listening"", ""totalCorrect"": 16, ""totalIncorrect"": 7, ""totalTime"": 315}, {""skill"": ""reading"", ""totalCorrect"": 12, ""totalIncorrect"": 5, ""totalTime"": 228}]","[{""L103"": {""percent"": 12}}, {""L105"": {""percent"": 35}}]","[{""T106"": {""avgScore"": 470, ""attemp"": 5}}, {""T108"": {""avgScore"": 990, ""attemp"": 2}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
U038,980,395,450,845,970,"[{""Topic"": ""Listening"", ""totalCorrect"": 6, ""totalIncorrect"": 4, ""averageTime"": 24}, {""Topic"": ""Vocabulary"", ""totalCorrect"": 12, ""totalIncorrect"": 7, ""averageTime"": 26}]","[{""skill"": ""listening"", ""totalCorrect"": 28, ""totalIncorrect"": 6, ""totalTime"": 238}, {""skill"": ""reading"", ""totalCorrect"": 25, ""totalIncorrect"": 4, ""totalTime"": 372}]","[{""L103"": {""percent"": 29}}, {""L108"": {""percent"": 39}}]","[{""T106"": {""avgScore"": 680, ""attemp"": 5}}, {""T101"": {""avgScore"": 580, ""attemp"": 4}}, {""T105"": {""avgScore"": 990, ""attemp"": 4}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
U039,990,400,360,760,825,"[{""Topic"": ""Writing"", ""totalCorrect"": 5, ""totalIncorrect"": 10, ""averageTime"": 37}, {""Topic"": ""Listening"", ""totalCorrect"": 5, ""totalIncorrect"": 10, ""averageTime"": 23}]","[{""skill"": ""listening"", ""totalCorrect"": 16, ""totalIncorrect"": 9, ""totalTime"": 251}, {""skill"": ""reading"", ""totalCorrect"": 24, ""totalIncorrect"": 4, ""totalTime"": 238}]","[{""L106"": {""percent"": 61}}, {""L101"": {""percent"": 39}}]","[{""T109"": {""avgScore"": 930, ""attemp"": 2}}, {""T105"": {""avgScore"": 400, ""attemp"": 5}}, {""T103"": {""avgScore"": 950, ""attemp"": 2}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
U040,940,445,415,860,865,"[{""Topic"": ""Reading Comprehension"", ""totalCorrect"": 20, ""totalIncorrect"": 1, ""averageTime"": 36}, {""Topic"": ""Listening"", ""totalCorrect"": 13, ""totalIncorrect"": 1, ""averageTime"": 35}]","[{""skill"": ""listening"", ""totalCorrect"": 23, ""totalIncorrect"": 7, ""totalTime"": 356}, {""skill"": ""reading"", ""totalCorrect"": 14, ""totalIncorrect"": 3, ""totalTime"": 365}]","[{""L103"": {""percent"": 30}}, {""L105"": {""percent"": 40}}]","[{""T108"": {""avgScore"": 765, ""attemp"": 3}}, {""T106"": {""avgScore"": 920, ""attemp"": 5}}, {""T103"": {""avgScore"": 460, ""attemp"": 1}}, {""T104"": {""avgScore"": 990, ""attemp"": 3}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
U041,910,445,450,895,905,"[{""Topic"": ""Writing"", ""totalCorrect"": 20, ""totalIncorrect"": 5, ""averageTime"": 20}, {""Topic"": ""Listening"", ""totalCorrect"": 10, ""totalIncorrect"": 8, ""averageTime"": 34}]","[{""skill"": ""listening"", ""totalCorrect"": 30, ""totalIncorrect"": 5, ""totalTime"": 373}, {""skill"": ""reading"", ""totalCorrect"": 22, ""totalIncorrect"": 8, ""totalTime"": 313}]","[{""L105"": {""percent"": 27}}, {""L107"": {""percent"": 40}}]","[{""T104"": {""avgScore"": 925, ""attemp"": 4}}, {""T102"": {""avgScore"": 865, ""attemp"": 2}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
U042,840,415,390,805,820,"[{""Topic"": ""Writing"", ""totalCorrect"": 16, ""totalIncorrect"": 2, ""averageTime"": 36}, {""Topic"": ""Vocabulary"", ""totalCorrect"": 16, ""totalIncorrect"": 3, ""averageTime"": 33}]","[{""skill"": ""listening"", ""totalCorrect"": 13, ""totalIncorrect"": 10, ""totalTime"": 318}, {""skill"": ""reading"", ""totalCorrect"": 30, ""totalIncorrect"": 6, ""totalTime"": 350}]","[{""L108"": {""percent"": 15}}, {""L102"": {""percent"": 58}}]","[{""T102"": {""avgScore"": 505, ""attemp"": 3}}, {""T105"": {""avgScore"": 990, ""attemp"": 2}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
U043,960,410,410,820,835,"[{""Topic"": ""Vocabulary"", ""totalCorrect"": 9, ""totalIncorrect"": 2, ""averageTime"": 29}, {""Topic"": ""Reading Comprehension"", ""totalCorrect"": 14, ""totalIncorrect"": 3, ""averageTime"": 28}]","[{""skill"": ""listening"", ""totalCorrect"": 13, ""totalIncorrect"": 3, ""totalTime"": 283}, {""skill"": ""reading"", ""totalCorrect"": 12, ""totalIncorrect"": 4, ""totalTime"": 257}]","[{""L106"": {""percent"": 20}}, {""L103"": {""percent"": 77}}]","[{""T105"": {""avgScore"": 775, ""attemp"": 2}}, {""T102"": {""avgScore"": 770, ""attemp"": 3}}, {""T108"": {""avgScore"": 915, ""attemp"": 3}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
U044,955,425,370,795,805,"[{""Topic"": ""Reading Comprehension"", ""totalCorrect"": 14, ""totalIncorrect"": 0, ""averageTime"": 31}, {""Topic"": ""Vocabulary"", ""totalCorrect"": 15, ""totalIncorrect"": 2, ""averageTime"": 25}]","[{""skill"": ""listening"", ""totalCorrect"": 20, ""totalIncorrect"": 7, ""totalTime"": 291}, {""skill"": ""reading"", ""totalCorrect"": 25, ""totalIncorrect"": 10, ""totalTime"": 351}]","[{""L108"": {""percent"": 92}}, {""L106"": {""percent"": 41}}]","[{""T108"": {""avgScore"": 750, ""attemp"": 5}}, {""T103"": {""avgScore"": 840, ""attemp"": 4}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
U045,960,410,450,860,890,"[{""Topic"": ""Writing"", ""totalCorrect"": 11, ""totalIncorrect"": 10, ""averageTime"": 27}, {""Topic"": ""Reading Comprehension"", ""totalCorrect"": 19, ""totalIncorrect"": 5, ""averageTime"": 32}]","[{""skill"": ""listening"", ""totalCorrect"": 17, ""totalIncorrect"": 1, ""totalTime"": 339}, {""skill"": ""reading"", ""totalCorrect"": 12, ""totalIncorrect"": 9, ""totalTime"": 355}]","[{""L107"": {""percent"": 98}}, {""L105"": {""percent"": 29}}]","[{""T108"": {""avgScore"": 550, ""attemp"": 4}}, {""T107"": {""avgScore"": 990, ""attemp"": 5}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
U046,895,445,395,840,850,"[{""Topic"": ""Listening"", ""totalCorrect"": 17, ""totalIncorrect"": 8, ""averageTime"": 21}, {""Topic"": ""Vocabulary"", ""totalCorrect"": 10, ""totalIncorrect"": 8, ""averageTime"": 22}]","[{""skill"": ""listening"", ""totalCorrect"": 27, ""totalIncorrect"": 1, ""totalTime"": 295}, {""skill"": ""reading"", ""totalCorrect"": 15, ""totalIncorrect"": 0, ""totalTime"": 281}]","[{""L106"": {""percent"": 21}}, {""L108"": {""percent"": 27}}]","[{""T105"": {""avgScore"": 345, ""attemp"": 5}}, {""T104"": {""avgScore"": 655, ""attemp"": 1}}, {""T103"": {""avgScore"": 410, ""attemp"": 5}}, {""T107"": {""avgScore"": 990, ""attemp"": 3}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
U047,930,385,375,760,835,"[{""Topic"": ""Reading Comprehension"", ""totalCorrect"": 11, ""totalIncorrect"": 1, ""averageTime"": 21}, {""Topic"": ""Listening"", ""totalCorrect"": 14, ""totalIncorrect"": 7, ""averageTime"": 24}]","[{""skill"": ""listening"", ""totalCorrect"": 24, ""totalIncorrect"": 7, ""totalTime"": 202}, {""skill"": ""reading"", ""totalCorrect"": 24, ""totalIncorrect"": 1, ""totalTime"": 317}]","[{""L101"": {""percent"": 80}}, {""L108"": {""percent"": 73}}]","[{""T108"": {""avgScore"": 665, ""attemp"": 4}}, {""T104"": {""avgScore"": 855, ""attemp"": 5}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
U048,980,370,440,810,885,"[{""Topic"": ""Reading Comprehension"", ""totalCorrect"": 16, ""totalIncorrect"": 9, ""averageTime"": 25}, {""Topic"": ""Vocabulary"", ""totalCorrect"": 11, ""totalIncorrect"": 6, ""averageTime"": 21}]","[{""skill"": ""listening"", ""totalCorrect"": 21, ""totalIncorrect"": 8, ""totalTime"": 399}, {""skill"": ""reading"", ""totalCorrect"": 26, ""totalIncorrect"": 7, ""totalTime"": 351}]","[{""L104"": {""percent"": 31}}, {""L102"": {""percent"": 47}}]","[{""T107"": {""avgScore"": 470, ""attemp"": 1}}, {""T102"": {""avgScore"": 990, ""attemp"": 4}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
U049,925,370,420,790,905,"[{""Topic"": ""Vocabulary"", ""totalCorrect"": 13, ""totalIncorrect"": 1, ""averageTime"": 30}, {""Topic"": ""Listening"", ""totalCorrect"": 20, ""totalIncorrect"": 9, ""averageTime"": 28}]","[{""skill"": ""listening"", ""totalCorrect"": 10, ""totalIncorrect"": 3, ""totalTime"": 280}, {""skill"": ""reading"", ""totalCorrect"": 20, ""totalIncorrect"": 8, ""totalTime"": 396}]","[{""L107"": {""percent"": 29}}, {""L105"": {""percent"": 52}}]","[{""T107"": {""avgScore"": 585, ""attemp"": 2}}, {""T101"": {""avgScore"": 730, ""attemp"": 1}}, {""T106"": {""avgScore"": 990, ""attemp"": 5}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
U050,980,385,430,815,935,"[{""Topic"": ""Writing"", ""totalCorrect"": 14, ""totalIncorrect"": 4, ""averageTime"": 21}, {""Topic"": ""Grammar"", ""totalCorrect"": 10, ""totalIncorrect"": 1, ""averageTime"": 21}]","[{""skill"": ""listening"", ""totalCorrect"": 26, ""totalIncorrect"": 9, ""totalTime"": 368}, {""skill"": ""reading"", ""totalCorrect"": 13, ""totalIncorrect"": 4, ""totalTime"": 382}]","[{""L101"": {""percent"": 54}}, {""L102"": {""percent"": 50}}]","[{""T105"": {""avgScore"": 815, ""attemp"": 1}}, {""T104"": {""avgScore"": 850, ""attemp"": 2}}, {""T107"": {""avgScore"": 495, ""attemp"": 5}}, {""T103"": {""avgScore"": 990, ""attemp"": 1}}]","[""Grammar"", ""Vocabulary"", ""Reading Comprehension"", ""Listening"", ""Writing""]"
